Closed,Name,City,Market
1/1/2021,Tysons Corner Center Level 1,McLean,Virginia\NorthernVirginia
1/1/2021,Spotsylvania Towne Center,Fredericksburg,Virginia\Fredericksburg
1/1/2021,North County Fair Mall - Escondido,Escondido,California\SanDiego
1/1/2021,Arden Fair Mall,Sacramento,California\Sacramento
1/1/2021,Park in the Valley - San Diego,San Diego,California\SanDiego
1/1/2021,Green Acres Mall,Valley Stream,NewYork\LongIsland
1/1/2021,Ted Williams Parkway,San Diego,California\SanDiego
1/1/2021,Sugarloaf Mills,Lawrenceville,Georgia\Atlanta
1/1/2021,Fresno Fashion Fair Mall,Fresno,California\CentralValley
1/1/2021,Cabazon Outlets-Millard Pass Rd,Cabazon,California\RiversideCounty
1/1/2021,"Colfax & Kipling, Lakewood, CO",Lakewood,Colorado\Denver
1/1/2021,BankAmerica - lower lvl (3rd&Hope),Los Angeles,California\LosAngeles
1/1/2021,Brea & Birch,Brea,California\OrangeCounty
1/1/2021,257th & Stark,Troutdale,Oregon\Portland
1/1/2021,Macy`s - Willowbrook,Wayne,NewJersey
1/1/2021,SouthCenter Mall East,Seattle,Washington\Seattle
1/1/2021,Hyde & Beach,San Francisco,California\SanFrancisco
1/1/2021,Canal Place,New Orleans,Louisiana\NewOrleans
1/1/2021,South County Center,St. Louis,Missouri\StLouis
1/1/2021,St. Clair Square,Fairview Heights,Illinois\GreaterStLouis
1/1/2021,Oxmoor Center Kiosk,Louisville,Kentucky\Louisville
1/1/2021,Polaris Mall Level 2,Columbus,Ohio\Columbus
1/1/2021,"Easton Town Center, Macy`s",Columbus,Ohio\Columbus
1/1/2021,Eutaw & Baltimore St - Centerpointe,Baltimore,Maryland\Baltimore
1/1/2021,Fayette Mall,Lexington,Kentucky\Lexington
1/1/2021,Creekwalk Village (Barnes & Noble),Plano,Texas\DallasFortWorth
1/1/2021,Speer & Federal - Denver,Denver,Colorado\Denver
1/1/2021,12th & Hill,Los Angeles,California\LosAngeles
1/1/2021,5th & I Sacramento,Sacramento,California\Sacramento
1/1/2021,"Montezuma & Sheldon, Prescott",Prescott,Arizona\Flagstaff
1/1/2021,La Paz & Cabot,Laguna Hills,California\OrangeCounty
1/1/2021,"Scottsdale & Thomas, Scottsdale",Scottsdale,Arizona\Phoenix
1/1/2021,10th & Congress,Austin,Texas\Austin
1/1/2021,4th & Meeker,Kent,Washington\Tacoma
1/1/2021,Kings Plaza Mall,Brooklyn,NewYork\Brooklyn
1/1/2021,Garden State Plaza - Lower level,Paramus,NewJersey
1/1/2021,Northlake Mall,North Charlotte,NorthCarolina\Charlotte
1/1/2021,Mall at Fairfield Commons,Beavercreek,Ohio\Dayton
1/1/2021,Yonge & Shuter (TEC),Toronto,Ontario\Toronto
12/31/2020,The Avenues Mall - First Level,Jacksonville,Florida\Jacksonville
12/28/2020,107-12 Continental Avenue,Forest Hills,NewYork\Queens
12/27/2020,Worldgate Centre,Herndon,Virginia\NorthernVirginia
12/27/2020,Silver Spring Metro,Silver Spring,Maryland\WashingtonDCArea
12/1/2020,Promenada,Warsaw,Poland
12/1/2020,Augusta Mall,Augusta,Georgia\Augusta
12/1/2020,Stevens Creek & Lawrence,San Jose,California\SantaClaraCounty
12/1/2020,25th and Riverside,Minneapolis,Minnesota\Minneapolis
12/1/2020,Howard & Beale,San Francisco,California\SanFrancisco
12/1/2020,Dempster & Chicago,Evanston,Illinois\Chicagoland
12/1/2020,243 N Skokie Blvd - Village Square,Northbrook,Illinois\Chicagoland
12/1/2020,"6200 S & I-215, Holladay, Utah",Holladay,Utah
12/1/2020,Santa Rosa & Santa Rosa Marketplace,Santa Rosa,California\SonomaCounty
12/1/2020,The Citadel (B&N),Colorado Springs,Colorado\ColoradoSprings
12/1/2020,Dillon Ridge Market Place,Dillon,Colorado\ColoradoRemoteMarkets
12/1/2020,"La Cholla & Ina, Tucson",Tucson,Arizona\Tucson
12/1/2020,Hanes Mall,Winston-Salem,NorthCarolina\WinstonSalem
12/1/2020,North Point Mall,Alpharetta,Georgia\Atlanta
12/1/2020,N Riverside Park Mall - Food Court,North Riverside,Illinois\Chicagoland
12/1/2020,Sammamish Highlands,Sammamish,Washington\Seattle
12/1/2020,211 Congress,Boston,Massachusetts\Boston
12/1/2020,Dupont North,Washington,WashingtonDC\WashingtonDC
12/1/2020,104th Ave. & Federal Blvd.,Westminster,Colorado\Denver
12/1/2020,Desert Ridge Mall Food Court,Phoenix,Arizona\Phoenix
12/1/2020,"701 W. McDowell, Phx",Phoenix,Arizona\Phoenix
12/1/2020,Hawthorne,Portland,Oregon\Portland
12/1/2020,Clay Terrace & 146th St,Carmel,Indiana\Indianapolis
11/29/2020,Park Place & Washington,Point Richmond,California\ContraCostaCounty
11/20/2020,"14th and G, NW",Washington,WashingtonDC\WashingtonDC
11/13/2020,Idaho Ave - Ontario,Ontario,Oregon\OregonRemoteMarkets
11/6/2020,13th & U,Washington,WashingtonDC\WashingtonDC
11/4/2020,St. John`s,St. John's,Newfoundland
Summer/Fall 2020 (pandemic),Rondo ONZ,Warszawa,Poland
Summer/Fall 2020 (pandemic),Europlex,Warsaw,Poland
Summer/Fall 2020 (pandemic),Plac Trzech Krzyzy,Warsaw,Poland
Summer/Fall 2020 (pandemic),4th and La Brea,Los Angeles,California\LosAngeles
Summer/Fall 2020 (pandemic),Wrigleyville,Chicago,Illinois\Chicago
Summer/Fall 2020 (pandemic),Girod St and O`Keefe St,New Orleans,Louisiana\NewOrleans
Summer/Fall 2020 (pandemic),93rd and Broadway,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),101 North Tryon,Charlotte,NorthCarolina\Charlotte
Summer/Fall 2020 (pandemic),E 149th St & 3rd Ave,Bronx,NewYork\Bronx
Summer/Fall 2020 (pandemic),Lenox Kiosk,Atlanta,Georgia\Atlanta
Summer/Fall 2020 (pandemic),Hollywood & Highland,Hollywood,California\CentralLosAngeles
Summer/Fall 2020 (pandemic),Market & New Jersey,Indianapolis,Indiana\Indianapolis
Summer/Fall 2020 (pandemic),Shoreline - 20121 Aurora Ave N,Shoreline,Washington\Seattle
Summer/Fall 2020 (pandemic),Avenue of Stars & Constellation,Century City,California\LosAngelesCounty
Summer/Fall 2020 (pandemic),Scottsdale & Indian School,Scottsdale,Arizona\Phoenix
Summer/Fall 2020 (pandemic),Atrium One,Cincinnati,Ohio\Cincinnati
Summer/Fall 2020 (pandemic),Laurel,Laurel,Maryland\WashingtonDCArea
Summer/Fall 2020 (pandemic),Russell & Anderson - Davis,Davis,California\YoloCounty
Summer/Fall 2020 (pandemic),Writer Square,Denver,Colorado\Denver
Summer/Fall 2020 (pandemic),Vacaville Premium - East Plaza,Vacaville,California\SolanoCounty
Summer/Fall 2020 (pandemic),42nd & Madison,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),"22nd & M St., NW",Washington,WashingtonDC\WashingtonDC
Summer/Fall 2020 (pandemic),Factoria Village,Bellevue,Washington\Seattle
Summer/Fall 2020 (pandemic),FlatIron Crossing Mall,Broomfield,Colorado\Denver
Summer/Fall 2020 (pandemic),Twenty Ninth Street,Boulder,Colorado\Boulder
Summer/Fall 2020 (pandemic),Jefferson Mall,Louisville,Kentucky\Louisville
10/25/2020,Queen & Bathurst,Toronto,Ontario\Toronto
10/25/2020,Cadboro Bay,Saanich,BritishColumbia\VancouverIsland
10/25/2020,Laird Eglinton,Toronto,Ontario\Toronto
10/24/2020,West Fourth,Vancouver,BritishColumbia\Vancouver
10/24/2020,Portico - Granville St & 7th Ave,Vancouver,BritishColumbia\Vancouver
10/24/2020,W.Broadway & Pine,Vancouver,BritishColumbia\Vancouver
10/23/2020,740 E. Lake Street - Wayzata,Wayzata,Minnesota\Minneapolis
10/19/2020,Main & Hill,Santa Monica,California\WestLosAngeles
10/16/2020,Key Bank Plaza,Tacoma,Washington\Tacoma
10/5/2020,Secure Access SCH River,Seattle,Washington\Seattle
Summer/Fall 2020 (pandemic),Robson Indigo,Vancouver,BritishColumbia\Vancouver
Summer/Fall 2020 (pandemic),Indigo Barrie,Barrie,Ontario\GreaterTorontoArea
Summer/Fall 2020 (pandemic),Thunder Bay Chapters,Thunder Bay,Ontario\OntarioRemoteMarkets
Summer/Fall 2020 (pandemic),Sudbury,Sudbury,Ontario\OntarioRemoteMarkets
Summer/Fall 2020 (pandemic),Water Tower Place L2 Michigan Ave,Chicago,Illinois\Chicago
Summer/Fall 2020 (pandemic),Velodrome Chapters,Winnipeg,Manitoba
Summer/Fall 2020 (pandemic),Gateway South Chapters,Calgary,Alberta\Calgary
Summer/Fall 2020 (pandemic),Depot 170 Chapters,Edmonton,Alberta\Edmonton
Summer/Fall 2020 (pandemic),NHL store @ 47th & Sixth,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),Parkway Plaza - El Cajon,El Cajon,California\SanDiego
Summer/Fall 2020 (pandemic),Pickup - Penn Plaza,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),2128 Oxford St.,Berkeley,California\AlamedaCounty
Summer/Fall 2020 (pandemic),1201 Washington Ave,Miami Beach,Florida\Miami
Summer/Fall 2020 (pandemic),E. Santa Clara & 3rd,San Jose,California\SantaClaraCounty
Summer/Fall 2020 (pandemic),"Mercy & I-15, San Diego",San Diego,California\SanDiego
Summer/Fall 2020 (pandemic),416 Lincoln Rd.,Miami Beach,Florida\Miami
Summer/Fall 2020 (pandemic),Clairemont Square,San Diego,California\SanDiego
Summer/Fall 2020 (pandemic),18th & California,Denver,Colorado\Denver
Summer/Fall 2020 (pandemic),16th St. & Blake,Denver,Colorado\Denver
Summer/Fall 2020 (pandemic),Encinitas Lumberyard,Encinitas,California\SanDiego
Summer/Fall 2020 (pandemic),Big Beaver and Crooks,Troy,Michigan\Detroit
Summer/Fall 2020 (pandemic),Central & Olive,Montclair,California\SanBernardinoCounty
Summer/Fall 2020 (pandemic),Bear Valley & I-15,Victorville,California\SanBernardinoCounty
Summer/Fall 2020 (pandemic),444 North Michigan,Chicago,Illinois\Chicago
Summer/Fall 2020 (pandemic),Downtown Everett,Everett,Washington\Seattle
Summer/Fall 2020 (pandemic),Key Tower,Cleveland,Ohio\Cleveland
Summer/Fall 2020 (pandemic),87th & Lexington,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),60th & Third,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),"18th & Alton, Sunset Harbour",Miami Beach,Florida\Miami
Summer/Fall 2020 (pandemic),Pac West Center,Portland,Oregon\Portland
Summer/Fall 2020 (pandemic),Stoneridge Mall - Level One,Pleasanton,California\AlamedaCounty
Summer/Fall 2020 (pandemic),NW 3rd & Davis - Old Town,Portland,Oregon\Portland
Summer/Fall 2020 (pandemic),Northwestern Mutual,Milwaukee,Wisconsin\Milwaukee
Summer/Fall 2020 (pandemic),45th St. btwn Broadway & 6th,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),15th & 7th,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),Waikiki Marriott Lobby,Honolulu,Hawaii\Oahu
Summer/Fall 2020 (pandemic),NE 4th & 106th - Bellevue,Bellevue,Washington\Seattle
Summer/Fall 2020 (pandemic),WTC- Wall St Concourse,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),11 Old Fulton St.-DUMBO,Brooklyn,NewYork\Brooklyn
Summer/Fall 2020 (pandemic),Broadway btwn 51st-52nd St.,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),Olympic & Olive,Los Angeles,California\LosAngeles
Summer/Fall 2020 (pandemic),5th and Marquette,Minneapolis,Minnesota\Minneapolis
Summer/Fall 2020 (pandemic),NewPark,Newark,California\AlamedaCounty
Summer/Fall 2020 (pandemic),Light & Baltimore St,Baltimore,Maryland\Baltimore
Summer/Fall 2020 (pandemic),MOA 3rd Floor C310,Bloomington,Minnesota\Minneapolis
Summer/Fall 2020 (pandemic),Columbus Circle Subway,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),One Market,San Francisco,California\SanFrancisco
Summer/Fall 2020 (pandemic),Ontario Mills Mall Kiosk,Ontario,California\SanBernardinoCounty
Summer/Fall 2020 (pandemic),Moorestown Mall Kiosk,Moorestown,NewJersey
Summer/Fall 2020 (pandemic),40th btwn Madison & 5th,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),26th between 10th and 11th,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),45 Broad Street,Boston,Massachusetts\Boston
Summer/Fall 2020 (pandemic),45th btwn Lex & 3rd,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),Plaza Bonita Mall - Food Court,National City,California\SanDiego
Summer/Fall 2020 (pandemic),City Place (Boston),Boston,Massachusetts\Boston
Summer/Fall 2020 (pandemic),1304 F Street,Washington,WashingtonDC\WashingtonDC
Summer/Fall 2020 (pandemic),431 Front St,Key West,Florida\MonroeCounty
Summer/Fall 2020 (pandemic),Del Amo FashCtr-Level 2/Macys Court,Torrance,California\LosAngelesCountySouthBay
Summer/Fall 2020 (pandemic),34th & Lancaster,Philadelphia,Pennsylvania\Philadelphia
Summer/Fall 2020 (pandemic),Standard Plaza - Portland,Portland,Oregon\Portland
Summer/Fall 2020 (pandemic),Zulily Headquarters,Seattle,Washington\Seattle
Summer/Fall 2020 (pandemic),Caesars Palace Forum Shops Mall,Las Vegas,Nevada\LasVegas
Summer/Fall 2020 (pandemic),MLK & Multnomah,Portland,Oregon\Portland
Summer/Fall 2020 (pandemic),Water St @ Broad (inside),New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),Newell & S. Main Street,Walnut Creek,California\ContraCostaCounty
Summer/Fall 2020 (pandemic),239 Bleecker St,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),6th Ave at Walker Street,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),The Shops at Clearfork,Fort Worth,Texas\DallasFortWorth
Summer/Fall 2020 (pandemic),Shops at Mission Viejo - Food Court,Mission Viejo,California\OrangeCounty
Summer/Fall 2020 (pandemic),Great Mall - Door 3,Milpitas,California\SantaClaraCounty
Summer/Fall 2020 (pandemic),49th & Park,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),Secure Access SLAC,Menlo Park,California\SanMateoCounty
Summer/Fall 2020 (pandemic),Comcast Center,Philadelphia,Pennsylvania\Philadelphia
Summer/Fall 2020 (pandemic),Sunset & Vine,Hollywood,California\CentralLosAngeles
Summer/Fall 2020 (pandemic),Ala Moana Center L2 Center Court,Honolulu,Hawaii\Oahu
Summer/Fall 2020 (pandemic),60 Wall St,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),Blossom Hill & Harwood,Los Gatos,California\SantaClaraCounty
Summer/Fall 2020 (pandemic),UNIQLO @ 53rd & Fifth,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),Union Station Main Hall,Washington,WashingtonDC\WashingtonDC
Summer/Fall 2020 (pandemic),Providence Place-Level 2,Providence,RhodeIsland
Summer/Fall 2020 (pandemic),Fashion Outlets of Niagara Falls,Niagara Falls,NewYork\Buffalo
Summer/Fall 2020 (pandemic),Broadway & E Pike St,Seattle,Washington\Seattle
Summer/Fall 2020 (pandemic),16th & K - Sacramento,Sacramento,California\Sacramento
Summer/Fall 2020 (pandemic),Bellis Fair Mall,Bellingham,Washington\Bellingham
Summer/Fall 2020 (pandemic),"Mesa Mall - Grand Junction, CO",Grand Junction,Colorado\ColoradoRemoteMarkets
Summer/Fall 2020 (pandemic),164 Park Place,Brooklyn,NewYork\Brooklyn
Summer/Fall 2020 (pandemic),Secure Access SCH Forest,Seattle,Washington\Seattle
Summer/Fall 2020 (pandemic),SW 11th Ave & SW Alder St,Portland,Oregon\Portland
Summer/Fall 2020 (pandemic),Chevy Chase Pavillion,Washington,WashingtonDC\WashingtonDC
Summer/Fall 2020 (pandemic),JPMorgan Chase Tower,Houston,Texas\Houston
Summer/Fall 2020 (pandemic),Barclays Center,Brooklyn,NewYork\Brooklyn
Summer/Fall 2020 (pandemic),42nd & 9th,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),Opry Mills Kiosk,Nashville,Tennessee\Nashville
Summer/Fall 2020 (pandemic),Tresidder Union - Stanford,Stanford,California\SanMateoCounty
Summer/Fall 2020 (pandemic),3rd & Seneca,Seattle,Washington\Seattle
Summer/Fall 2020 (pandemic),1st & Washington - Cityscape,Phoenix,Arizona\Phoenix
Summer/Fall 2020 (pandemic),8th & Virginia - Seattle,Seattle,Washington\Seattle
Summer/Fall 2020 (pandemic),L`Enfant Plaza,Washington,WashingtonDC\WashingtonDC
Summer/Fall 2020 (pandemic),Secure Access Sodo 8,Seattle,Washington\Seattle
Summer/Fall 2020 (pandemic),St Louis Galleria,St. Louis,Missouri\StLouis
Summer/Fall 2020 (pandemic),Secure Access Bellevue Childrens,Bellevue,Washington\Seattle
Summer/Fall 2020 (pandemic),6th and Salmon,Portland,Oregon\Portland
Summer/Fall 2020 (pandemic),Muirlands & Ridge Route,Lake Forest,California\OrangeCounty
Summer/Fall 2020 (pandemic),Flatiron Market Place Drive,Broomfield,Colorado\Denver
Summer/Fall 2020 (pandemic),Portland State,Portland,Oregon\Portland
Summer/Fall 2020 (pandemic),Kentucky Oaks Mall,Paducah,Kentucky\KentuckyRemoteMarkets
Summer/Fall 2020 (pandemic),"Rosecrans & Womble, Liberty Station",San Diego,California\SanDiego
Summer/Fall 2020 (pandemic),Roosevelt & Canal - South Loop,Chicago,Illinois\Chicago
Summer/Fall 2020 (pandemic),Macy`s Herald Square 3rd Floor,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),15th & Latimer,Philadelphia,Pennsylvania\Philadelphia
Summer/Fall 2020 (pandemic),East-West Hwy.,Bethesda,Maryland\WashingtonDCArea
Summer/Fall 2020 (pandemic),Governor`s Square Mall - FoodCourt,Tallahassee,Florida\Panhandle
Summer/Fall 2020 (pandemic),I 35E & Sandy Lake,Carrollton,Texas\DallasFortWorth
Summer/Fall 2020 (pandemic),Woodland Hills Mall,Tulsa,Oklahoma\Tulsa
Summer/Fall 2020 (pandemic),Olive & Price,Olivette,Missouri\StLouis
Summer/Fall 2020 (pandemic),Mall of Victor Valley First Floor,Victorville,California\SanBernardinoCounty
Summer/Fall 2020 (pandemic),Point at Bridgeport- Tualatin,Tigard,Oregon\Portland
Summer/Fall 2020 (pandemic),Capital City Mall,Camp Hill,Pennsylvania\PennsylvaniaRemoteMarkets
Summer/Fall 2020 (pandemic),555 California St.,San Francisco,California\SanFrancisco
Summer/Fall 2020 (pandemic),2nd & Seneca,Seattle,Washington\Seattle
Summer/Fall 2020 (pandemic),Northbrook Court,Northbrook,Illinois\Chicagoland
Summer/Fall 2020 (pandemic),Esplanade,Phoenix,Arizona\Phoenix
Summer/Fall 2020 (pandemic),100 S. Wacker,Chicago,Illinois\Chicago
Summer/Fall 2020 (pandemic),40 W. Lake Street - Leo Burnett,Chicago,Illinois\Chicago
Summer/Fall 2020 (pandemic),Plaza 600 Building,Seattle,Washington\Seattle
Summer/Fall 2020 (pandemic),Century Square,Seattle,Washington\Seattle
Summer/Fall 2020 (pandemic),Santa Rosa Plaza,Santa Rosa,California\SonomaCounty
Summer/Fall 2020 (pandemic),CambridgeSide,Cambridge,Massachusetts\Boston
Summer/Fall 2020 (pandemic),Westminster B&N,Westminster,Colorado\Denver
Summer/Fall 2020 (pandemic),9th & Park,Portland,Oregon\Portland
Summer/Fall 2020 (pandemic),Riverpark South,Fresno,California\CentralValley
Summer/Fall 2020 (pandemic),Federal Street,Boston,Massachusetts\Boston
Summer/Fall 2020 (pandemic),56th Btwn Sixth & Seventh,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),48th & Lex,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),10 S. Riverside Plaza,Chicago,Illinois\Chicago
Summer/Fall 2020 (pandemic),Pico & Robertson,Los Angeles,California\LosAngeles
Summer/Fall 2020 (pandemic),One Federal Bldg.,Boston,Massachusetts\Boston
Summer/Fall 2020 (pandemic),Chicago & Wabash,Chicago,Illinois\Chicago
Summer/Fall 2020 (pandemic),Balboa Island,Newport Beach,California\OrangeCounty
Summer/Fall 2020 (pandemic),600 Hennepin Ave S - Mayo Clinic Sq,Minneapolis,Minnesota\Minneapolis
Summer/Fall 2020 (pandemic),195 Broadway,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),Washington Shoe Building,Seattle,Washington\Seattle
Summer/Fall 2020 (pandemic),Merchandise Mart,Chicago,Illinois\Chicago
Summer/Fall 2020 (pandemic),2nd and Taylor,Portland,Oregon\Portland
Summer/Fall 2020 (pandemic),Carson & Long Beach Towne Center Dr,Long Beach,California\SoutheastLosAngeles
Summer/Fall 2020 (pandemic),P.B. Marketplace,San Diego,California\SanDiego
Summer/Fall 2020 (pandemic),18th & Market,Philadelphia,Pennsylvania\Philadelphia
Summer/Fall 2020 (pandemic),State & Pearson,Chicago,Illinois\Chicago
Summer/Fall 2020 (pandemic),Westheimer & Briar Park,Houston,Texas\Houston
Summer/Fall 2020 (pandemic),701 Battery,San Francisco,California\SanFrancisco
Summer/Fall 2020 (pandemic),One Shell (Downtown),Houston,Texas\Houston
Summer/Fall 2020 (pandemic),Coast Hwy & Ocean,Laguna Beach,California\OrangeCounty
Summer/Fall 2020 (pandemic),Ventura & Cedros,Sherman Oaks,California\LosAngelesCounty
Summer/Fall 2020 (pandemic),White Marsh Mall,Baltimore,Maryland\Baltimore
Summer/Fall 2020 (pandemic),North First & Rio Robles,San Jose,California\SantaClaraCounty
Summer/Fall 2020 (pandemic),Sunvalley Shopping Center,Concord,California\ContraCostaCounty
Summer/Fall 2020 (pandemic),Millcreek Mall,Erie,Pennsylvania\PennsylvaniaRemoteMarkets
Summer/Fall 2020 (pandemic),Coors Road & Montano,Albuquerque,NewMexico\Albuquerque
Summer/Fall 2020 (pandemic),"Palos Verdes & Western, Harbor City",Harbor City,California\HarborRegion
Summer/Fall 2020 (pandemic),Lakewood Center - North Wing,Lakewood,California\SoutheastLosAngeles
Summer/Fall 2020 (pandemic),315 1/2 20th St.,Oakland,California\AlamedaCounty
Summer/Fall 2020 (pandemic),Downtown Olympia,Olympia,Washington\Olympia
Summer/Fall 2020 (pandemic),Pioneer Square,Seattle,Washington\Seattle
Summer/Fall 2020 (pandemic),Crossroads Mall,Bellevue,Washington\Seattle
Summer/Fall 2020 (pandemic),Greenwich Ave at Bank St,New York,NewYork\NewYorkCity
Summer/Fall 2020 (pandemic),542 N. Milwaukee Ave - Libertyville,Libertyville,Illinois\Chicagoland
Summer/Fall 2020 (pandemic),Clark & Madison,Chicago,Illinois\Chicago
Summer/Fall 2020 (pandemic),980 9th - Sacramento,Sacramento,California\Sacramento
Summer/Fall 2020 (pandemic),Outrigger Reef - Kalia & Beachwalk,Honolulu,Hawaii\Oahu
Summer/Fall 2020 (pandemic),The Bellevue,Philadelphia,Pennsylvania\Philadelphia
Summer/Fall 2020 (pandemic),Pacific Plaza (PCH/Calle Mayor),Torrance,California\LosAngelesCountySouthBay
Summer/Fall 2020 (pandemic),Amador Center,Pleasanton,California\AlamedaCounty
Summer/Fall 2020 (pandemic),Ingram Park Mall,San Antonio,Texas\SanAntonio
Summer/Fall 2020 (pandemic),7 S.Tejon at Pikes Peak,Colorado Springs,Colorado\ColoradoSprings
Summer/Fall 2020 (pandemic),Bishop & King St,Honolulu,Hawaii\Oahu
Summer/Fall 2020 (pandemic),Auahi & Kamakee,Honolulu,Hawaii\Oahu
